maneuver xVelocity yVelocity xAcceleration yAcceleration class distPred diffSpeedPred timeGapPred accPred classPred distFollo diffSpeedFollo timeGapFollo accFollo classFollo distPredAdj diffSpeedPredAdj timeGapPredAdj accPredAdj classPredAdj distFolloAdj diffSpeedFolloAdj timeGapFolloAdj accFolloAdj classFolloAdj
2 29.3 -0.01 0.11 -0.01 1 34.7 -0.31 1.18 0.08 1 52.91 0.62 1.77 0.09 1 38.49 -5.84 1.31 0.12 0 2.12 -6.26 0.09 0.06 0
2 30.16 -0.04 0.13 0.02 1 52.19 -0.39 1.73 0.31 1 47.75 -0.46 1.61 0.16 1 20.19 -6.93 0.67 0.13 0 8.93 -6.86 0.38 0.03 1
2 29.87 -0.02 0.17 0.04 1 48.37 0.41 1.62 0.12 1 26.38 -0.27 0.89 0.26 1 28.09 -6.53 0.94 0.04 1 -3.05 -8.05 -0.14 0.26 1
2 38.67 0.04 0.14 -0.04 1 342.56 -5.39 8.86 -0.21 1 20.49 1.04 0.52 -0.01 1 18.74 -3.95 0.48 -0.67 1 33.16 -12.48 1.27 -0.07 0
2 29.89 -0.02 0.28 0.03 1 26.81 0.16 0.9 0.19 1 26.57 0.33 0.88 0.11 1 17.64 -7.72 0.59 0.38 1 6.27 -8.8 0.3 0.11 1
2 39.51 0.17 -0.33 -0.07 1 19.31 -0.77 0.49 0.01 1 65.7 2.04 1.58 0.19 1 37.6 -5.56 0.95 -0.69 1 23.02 -13.39 0.88 -0.1 0
2 30.32 -0.14 0.01 -0.04 1 26.37 -0.11 0.87 0.18 1 32.62 1.12 1.04 -0.33 1 4.31 -9.11 0.14 0.1 1 1.72 -8.97 0.08 -0.01 0
2 41.67 0.1 -0.12 -0.08 1 63.3 -2.57 1.52 -0.39 1 23.86 -1.32 0.59 0.02 1 9.18 -15.7 0.22 -0.16 0 38.92 -5.78 1.08 0.11 1
2 31.22 -0.02 -0.28 0 1 32.06 -0.89 1.03 0.03 1 17.86 0.71 0.56 0.16 1 9.51 -9.89 0.3 -0.04 0 11.77 -9.45 0.54 0.06 1
2 40.34 -0.01 0.03 -0.15 1 25.37 0.81 0.63 -0.54 1 64.83 -1.6 1.67 -0.81 1 18.48 -14.61 0.46 -0.18 0 16.26 -4.38 0.45 -0.1 1
2 32.11 -0.04 0.03 -0.02 1 16.97 -1.16 0.53 -0.11 1 35.37 -2.15 1.18 0.37 1 19.65 -10.82 0.61 -0.03 0 1.49 -10.32 0.07 -0.02 1
2 30.87 0.01 0.45 -0.07 1 38.96 0.83 1.26 -0.27 1 57.97 -1.87 2 -0.01 1 12.27 -8.85 0.4 0.26 1 7.61 -9.14 0.35 0.21 1
2 35.61 0.02 -0.05 -0.03 1 36.85 -1.18 1.03 -0.48 1 115.91 -0.39 3.29 -0.37 1 30.15 -10.72 0.85 -0.15 0 177.32 -9.73 6.85 0.14 0
2 29.04 -0.09 0.11 -0.03 1 59.99 2.18 2.07 0.37 1 20.32 0.74 0.68 -0.22 1 18.3 -6.62 0.63 -0.02 1 19.92 -4.29 0.8 -0.11 1
2 29.6 -0.11 -0.21 0.1 1 19.95 -0.46 0.67 0.12 1 20.61 -0.62 0.71 0.41 1 37.16 -7.16 1.26 0.05 1 -0.34 -4.93 -0.01 -0.08 1
2 35 0.02 -0.39 0.02 1 116.22 0.59 3.32 -0.02 1 78.6 -3.58 2.5 0.05 0 145.08 -10.19 4.15 -0.14 0 62.09 -9.04 2.39 0.11 0
2 29.53 0.1 0.03 0.06 1 20.77 0.19 0.7 0.13 1 22.21 0.24 0.75 0.2 1 30.52 -7.31 1.03 -0.02 1 -4.14 -4.37 -0.16 0.05 1
2 30.95 -0.19 -0.1 0.07 1 19.47 -0.62 0.63 -0.15 1 41.91 -0.4 1.37 0.35 1 20.15 -7.35 0.65 0.23 1 -4.63 -6.48 -0.19 -0.12 1
2 31.23 0.01 0 0.05 1 40.9 -0.9 1.31 -0.46 1 37.66 0.98 1.17 0.41 1 20.3 -6.83 0.65 0.12 1 278.66 -7.08 11.54 0.18 0
2 32.21 0.04 0.41 0.05 1 37.66 -0.98 1.17 0 1 23.3 -1.03 0.75 0.71 1 63.01 -7.81 1.96 0.12 1 236.45 -8.06 9.79 0.18 0
2 31.18 -0.05 0.71 0.02 1 23.3 1.03 0.75 0.41 1 26.6 -1.2 0.89 0.9 1 90.86 -6.78 2.91 0.12 1 208.6 -7.03 8.64 0.18 0
2 29.98 -0.03 0.9 -0.04 1 26.6 1.2 0.89 0.71 1 18.3 -0.61 0.62 0.79 1 122.01 -5.58 4.07 0.12 1 177.05 -5.83 7.33 0.18 0
2 29.37 0 0.79 0.02 1 18.3 0.61 0.62 0.9 1 40.33 -0.95 1.42 0.41 1 145.26 -4.97 4.95 0.12 1 153.6 -5.22 6.36 0.18 0
2 28.42 0.01 0.41 0.04 1 40.33 0.95 1.42 0.79 1 54.22 1.48 1.81 0.04 1 190.74 -4.02 6.71 0.12 1 109.23 -4.27 4.52 0.18 0
2 29.9 -0.01 0.04 0.04 1 54.22 -1.48 1.81 0.41 1 32.08 0.7 1.05 -0.11 1 249 -5.5 8.33 0.12 1 49.96 -5.75 2.07 0.18 0
2 30.54 0.11 -0.15 -0.03 1 31.79 -0.62 1.04 0.05 1 43.8 1.93 1.35 -0.15 1 283.65 -6.1 9.29 0.1 1 15.9 -6.31 0.66 0.19 0
2 32.32 -0.03 -0.15 -0.02 1 41.87 -1.99 1.3 -0.24 1 30.96 0.64 0.94 0.69 1 -0.55 -7.92 -0.02 0.14 0 28.82 -8.06 1.19 0.26 1
2 34.16 -0.05 0.51 -0.03 1 28.98 -2.09 0.85 -0.1 1 51.74 -2.8 1.65 0.51 1 20.5 -9.54 0.6 0.12 0 8.07 -9.47 0.33 0.22 1
2 33.46 -0.13 0.8 0.08 1 58.09 0.59 1.74 -0.29 1 40.28 -1.08 1.24 0.15 1 17.53 -8.21 0.52 0.14 1 90.76 -4.19 3.1 -0.25 1
2 32.67 -0.05 0.46 0.04 1 41.7 1.51 1.28 0.59 1 76.64 4.22 2.08 0.1 1 55.08 -7.3 1.69 0.1 1 49.38 -3.63 1.7 -0.24 1
2 38.4 -0.09 0.43 -0.1 1 60.16 -2.91 1.57 -0.14 1 199.38 -2.99 5.63 0.21 1 72.02 -12.7 1.88 -0.01 1 13.79 -9.14 0.47 -0.02 1
2 35.27 0.16 0.46 0 1 22.85 -2.56 0.65 -0.28 1 32.69 -1.15 0.96 0.19 1 112.65 -3.16 3.19 -0.69 1 -11.14 -10.78 -0.45 -0.11 0
2 34.32 -0.13 0.02 0.03 1 35.56 1.88 1.04 0.41 1 26.92 -2.3 0.84 -0.14 1 6.42 -10.1 0.19 -0.15 0 63.27 -10.44 2.65 0.22 0
2 30.83 -0.01 -0.31 0 1 32.23 0.37 1.05 -0.13 1 175.59 15.31 3.81 -0.32 1 34.89 -7.41 1.13 -0.15 0 33.51 -6.63 1.38 -0.08 0
2 35.38 -0.07 0.52 0.02 1 148.3 0.41 4.19 -0.06 1 38.9 -0.45 1.11 0.18 1 132.27 -2.4 3.74 0.14 1 38.53 -11.49 1.61 -0.07 0
2 35.11 0.03 0.1 -0.02 1 39.6 0.81 1.13 0.43 1 46.76 -0.87 1.37 0.34 1 173.41 -1.93 4.94 0.22 1 8.17 -11.23 0.34 0.05 0
2 36.15 0.08 0.77 0.03 1 19.8 -0.16 0.55 0.28 1 24.84 -2.51 0.74 0.68 1 241.63 -1.85 6.68 0.22 1 -9.45 -11.69 -0.39 0.09 0
2 40.09 -0.11 -0.99 -0.05 1 81.74 -9.3 2.04 -0.22 1 300.57 -7.8 9.31 0.98 1 63.85 -17.59 1.59 -0.1 0 0.73 -17.37 0.03 -0.15 0
2 35.68 0.06 0.94 0.11 1 80.73 5.2 2.26 0.61 1 47.56 2.56 1.24 0.55 1 -1.82 -10.25 -0.05 0.16 0 273.02 -12.04 11.55 0.1 0
2 38.24 -0.17 0.55 -0.01 1 47.56 -2.56 1.24 0.94 1 72.27 -0.71 1.93 0.51 1 49.98 -12.81 1.31 0.16 0 220.51 -14.6 9.33 0.1 0
2 37.53 0.07 0.51 -0.03 1 72.27 0.71 1.93 0.55 1 168.57 0 4.49 0 1 127.2 -12.1 3.39 0.16 0 143.29 -13.89 6.06 0.1 0
2 40.82 -0.02 -0.77 -0.05 1 68.3 -4.07 1.67 -0.37 1 98.89 -6.06 2.84 0.24 1 85.08 -17.42 2.08 -0.15 0 139.46 -15.89 5.59 -0.02 0
2 34.8 0.08 0.2 0 1 100.03 5.86 2.87 -0.78 1 58.71 2.85 1.56 -0.09 1 186.54 -11.43 5.36 -0.14 0 38.58 -9.87 1.55 -0.01 0
2 37.34 -0.03 0.27 0.06 1 269.03 0 7.2 0 1 20.08 0.2 0.53 0.11 1 203.35 -7.53 5.45 0.2 1 122.88 -15.09 5.52 0.22 0
2 37.54 0.05 0.11 0.03 1 20.08 -0.2 0.53 0.27 1 78.56 -6.54 2.53 -0.33 1 227.98 -7.73 6.07 0.2 1 98.76 -15.29 4.44 0.22 0
2 37.14 -0.01 0.26 0.1 1 161.44 -0.35 4.35 0.42 1 27.74 -1.92 0.79 0.1 1 25.62 -14.85 0.69 0.13 1 6.32 -14.8 0.28 -0.03 1
2 35.48 -0.06 0.2 -0.04 1 31.45 2.16 0.89 0.31 1 47.14 -1.29 1.38 0.14 1 36.46 -12.99 1.03 0.08 1 -4.45 -13.02 -0.2 0.24 1
2 35.03 -0.03 0.27 -0.01 1 52.03 1.33 1.49 0.34 1 124.89 1.35 3.43 0.17 1 4.49 -11.97 0.13 0.18 1 69.14 -6.14 2.39 0.22 1
2 37.03 -0.03 0.14 0.02 1 121.25 -1.07 3.27 0.35 1 110.98 -0.8 3.06 0.32 1 28.18 -7.65 0.76 0.01 1 63.24 -3.46 1.88 0.24 1
2 36.85 0.03 0.01 0.03 1 113.05 0.58 3.07 0.14 1 86.39 0.33 2.32 0.95 1 35.02 -2.35 0.95 0.18 1 115.3 -6.74 3.83 -0.02 1
2 36.72 0.1 -0.03 -0.09 0 366.39 0 9.98 0 1 34.82 0.47 0.94 0.28 1 72.94 -11.81 1.99 -0.15 0 3.19 -9.97 0.12 0.11 0
2 39.71 0.05 0.13 0 1 80 -2.7 2.01 0.08 1 163.37 -3.28 4.48 0.12 1 111.07 -6.04 2.8 -0.87 1 54.9 -9.19 1.8 0.2 1
2 37.44 0.23 0.2 -0.13 1 34.6 -0.78 0.92 -0.12 0 27.05 -2.6 0.78 0.21 1 6.51 -10.69 0.17 -0.1 0 23.55 -11.06 0.89 0.18 1
2 35.01 0 0.06 -0.05 1 29.71 2.47 0.85 -0.13 1 29.44 0.12 0.84 -0.04 1 30.06 -8.39 0.86 -0.16 0 0.47 -8.46 0.02 0.08 1
2 34.55 0.03 -0.3 -0.06 1 28.82 -0.36 0.83 -0.22 1 13.19 -0.21 0.38 -0.3 1 35.26 -8.58 1.02 -0.19 0 -5.76 -8.14 -0.22 -0.02 1
2 32.14 -0.07 -0.1 0.04 1 17.65 0.79 0.55 -0.03 1 365.21 6.08 9.56 0.04 1 -10.57 -7.34 -0.33 -0.1 0 34.39 -6.71 1.35 -0.21 1
2 37.64 0.1 -0.36 -0.06 1 149.5 -0.09 3.97 -0.18 1 69.73 -0.1 1.86 0.15 1 74.49 -13.03 1.98 -0.2 0 23.6 -13.95 1 -0.1 0
2 36.76 0 -0.64 0.03 1 68.91 -0.05 1.87 -0.15 1 114.72 0 3.12 0 1 109.82 -12.73 2.99 -0.19 0 -9.05 -13.47 -0.39 -0.14 0
2 38.15 -0.01 -0.61 0 1 236.58 0 6.2 0 1 164.4 -3.43 4.74 0.13 1 93.22 -14.5 2.44 -0.14 0 10.58 -6.25 0.33 -0.14 1
2 33.84 0.05 0.26 -0.05 1 49.94 -0.75 1.48 0.3 1 24.93 2.24 0.69 -0.46 1 51.08 -9.6 1.51 0.14 0 11.13 -3.44 0.37 0.17 1
2 35.81 -0.25 0.4 -0.12 1 21.77 0.41 0.61 0.49 1 11.63 -4.53 0.37 0.63 1 14.61 -10.62 0.41 0.12 0 49.71 -3.61 1.54 0.41 1
2 34.7 -0.06 -0.03 -0.04 1 138.62 -2.91 3.99 0.08 1 23.16 0.31 0.66 -0.32 1 52.08 -3.09 1.5 -0.03 1 97.49 -9.38 3.85 -0.2 0
2 35.01 -0.17 -0.32 -0.06 1 23.16 -0.31 0.66 -0.03 1 29.39 0.02 0.84 -0.36 1 79.89 -3.4 2.28 -0.03 1 69.07 -9.69 2.73 -0.2 0
2 35.03 0.05 -0.36 -0.1 1 29.39 -0.02 0.84 -0.32 1 34.53 0.94 0.96 -0.42 1 114.54 -3.42 3.27 -0.03 1 34.83 -9.71 1.38 -0.2 0
1 28.77 -0.09 0.22 0.01 1 36.03 6.38 1.25 0.21 1 158.6 -5.94 6.95 0.05 0 14.59 10.92 0.51 0.53 1 0.82 8.96 0.02 0.64 1
1 23.08 0.18 0.05 -0.01 0 100.81 0.11 4.37 -0.24 0 75.5 1.24 3.1 -0.15 1 140.17 0 6.07 0 1 -7.1 1.78 -0.29 -0.01 0
1 24.32 -0.18 -0.15 0.01 1 75.5 -1.24 3.1 0.05 0 25.32 -0.21 1.05 0.04 1 38.94 0.43 1.6 -0.08 1 7.09 0.41 0.29 0.16 1
1 24.11 -0.09 0.04 0 1 25.32 0.21 1.05 -0.15 1 39.55 -0.27 1.66 0.08 1 13.18 0.62 0.55 0.16 1 15.3 1.09 0.61 0.01 1
1 23.86 -0.09 -0.09 0 1 39.72 0.34 1.66 0.1 1 42.55 2.8 1.6 -0.99 1 -4.68 0.53 -0.2 -0.03 1 34.99 7.42 1.12 -0.95 1
1 22.83 0.17 0.05 -0.01 0 158.82 5.95 6.96 0.22 1 60.34 -0.27 2.67 0.08 0 48.38 14.22 2.12 0.9 1 68.3 10.41 2.05 0.44 1
1 22.74 0.01 0.13 0 0 60.68 0.23 2.67 0.11 0 51.77 -0.58 2.34 0.24 0 2.7 11.22 0.12 0.56 1 45.9 9 1.45 0.21 1
1 24.05 0.01 -0.01 0.01 0 45.85 -0.97 1.91 0.05 0 20.75 0.26 0.85 -0.15 1 9.33 0.69 0.39 -0.08 1 31.52 0.69 1.27 0.16 1
1 31.55 0.3 -0.82 0.06 1 109.85 -7.65 3.48 0.36 1 25.7 2.35 0.76 -1.32 1 68.5 -6.95 2.17 -0.33 1 4.16 10.83 0.1 -3.96 1
1 22.4 -0.04 0.18 -0.02 0 52.44 0.47 2.34 0.12 0 19.11 0.15 0.85 -0.02 1 -10.86 9.24 -0.48 0.28 1 13.55 9.23 0.43 -0.39 1
1 29.38 -0.14 -0.56 0.11 1 19.62 -1.3 0.67 -0.64 1 71.53 5.9 2.03 -0.3 1 32.58 0.58 1.11 -0.84 1 207.17 11.42 5.08 0.18 1
1 22.37 -0.11 -0.06 -0.03 1 19.27 0.23 0.86 0.05 0 20.57 0.49 0.9 0.13 1 21.31 9.44 0.95 0.47 1 39.47 8.29 1.29 0.25 0
1 22.94 -0.08 0.01 0 1 19.86 -0.53 0.87 0.12 1 51.94 0.58 2.21 -0.19 1 59.11 9.45 2.58 0.35 1 3.88 8.1 0.12 0.3 0
1 23.55 -0.02 0.14 0 1 51.15 -0.54 2.17 0.03 1 24.14 -0.62 1.05 0.98 1 21.36 7.27 0.91 0.21 1 10.28 7.05 0.34 0.06 1
1 23.68 0.04 0.51 -0.05 1 24.37 0.02 1.03 0.14 1 18.12 0.18 0.76 -0.18 1 16.82 7.03 0.71 0.14 1 34.23 7.05 1.11 0.05 1
1 23.69 -0.04 -0.25 -0.01 1 18.1 0.27 0.76 0.22 1 30.25 0.85 1.23 -0.21 1 47.17 7.15 1.99 0.21 1 6.8 7.1 0.22 0.11 1
1 23.81 -0.03 -0.19 0.02 1 27.76 -0.13 1.17 0.29 1 72.02 0.7 2.94 0.34 0 43.3 7.67 1.82 0.19 1 6.61 7.02 0.21 0.12 1
1 40.79 -0.05 -0.32 -0.16 1 198.93 -8.56 4.88 -0.93 1 41.09 -3.54 1.1 -0.22 1 89.13 -0.74 2.19 -0.61 1 68.6 -6.2 1.98 -0.55 1
1 36.33 0.04 -0.3 -0.03 1 50.3 3.21 1.38 -0.43 1 108 -10.51 4.18 0.06 0 140.06 0.54 3.86 -1.84 1 31.03 -3.81 0.95 -0.66 1
1 25.19 0.02 0.09 0.01 0 66.9 -1.35 2.66 0.13 1 42.38 -1.1 1.76 0.25 0 13.21 5.37 0.52 0.19 1 0.87 4.4 0.03 0.28 1
1 25.58 -0.08 -0.15 0.01 0 143.32 8.84 5.6 -0.74 1 75.06 0.56 2.87 -0.06 0 95.04 6.53 3.72 0.06 1 104.85 0 4.1 0 1
1 25.05 0.05 0.18 0.06 0 45.65 0.5 1.82 0.12 0 130.54 -0.86 5.4 0.11 0 23.04 5.13 0.92 0.06 1 -10.01 11.36 -0.27 -0.69 1
1 25.1 -0.05 -0.24 -0.21 0 71.28 -0.52 2.84 -0.13 0 168.52 0 6.71 0 1 229.15 8.29 9.13 0.33 1 150.69 22.42 3.17 -0.24 1
1 24.44 0.01 0.11 -0.02 0 132.54 1.02 5.42 0.17 0 45.6 8.85 1.37 -0.44 1 158.37 9.93 6.48 -1.26 1 10.03 11.84 0.28 0.23 1
1 25.7 -0.09 -0.18 -0.02 0 254.81 -1.73 9.91 -0.17 0 39.26 0.15 1.52 0.53 1 245.94 19.02 9.57 -0.38 1 -1.6 13.67 -0.04 -0.08 1
1 25.15 -0.08 -0.38 0.01 1 36.21 -0.13 1.44 -0.18 0 103.38 7.14 3.2 -0.02 1 90.78 14.12 3.61 0.03 1 60.89 13.16 1.59 0.45 1
1 32.1 -0.09 -0.22 -0.09 1 89.66 -6.8 2.79 0 1 58.37 2.54 1.69 -0.06 1 50.88 7.04 1.59 0.41 1 39.86 6.35 1.04 -0.04 1
1 34.48 -0.03 -0.31 -0.05 1 55.26 -2.68 1.6 -0.27 1 35.11 -0.77 1.04 -0.06 1 19.06 3.75 0.55 -0.31 1 38.18 3.38 1.01 0.33 1
1 30.94 0.01 -0.33 -0.06 1 35.81 -0.08 1.16 -0.33 1 258.51 -4.41 9.74 -0.06 0 30.73 4.35 0.99 -0.35 1 270.54 5.66 7.39 0 1
1 26.33 -0.06 -0.16 0 0 268.43 4.18 10.19 -0.06 1 58.3 -0.19 2.23 0.13 1 5.82 9.97 0.22 -0.26 1 -3.92 11.6 -0.1 0.28 1
1 33.06 0.44 0.76 -0.33 1 355.56 0 10.75 0 1 36.57 -8.97 1.52 0.14 0 355.56 0 10.75 0 1 25.3 -1.21 0.79 0.5 1
1 25 0.02 -0.19 -0.04 1 57.92 -0.03 2.32 -0.16 0 161.44 14.77 4.06 -0.08 1 159.77 16.36 6.39 0.58 1 183.24 17.53 4.31 0.22 1
1 24.3 -0.09 0.11 -0.03 0 55 9.99 2.26 0.57 1 31.32 -1.54 1.38 0 0 23.08 8.76 0.95 0.71 1 0.56 7.22 0.02 0.54 1
1 23.12 -0.08 0.17 0.01 0 38.73 1.72 1.68 0.1 0 93.23 4.85 3.33 0.21 1 28.6 11.17 1.24 1.04 1 -5.6 8.76 -0.18 0.6 1
1 28.74 0.01 0.23 0.04 1 78.49 -5.16 2.73 0.14 0 80.08 3.06 2.52 -0.37 1 2.13 1.89 0.07 0.59 1 21.12 -0.77 0.76 0.33 1
1 24.51 0.03 -0.14 0 0 129.14 12.76 5.27 -0.75 1 52.59 0.77 2.08 0.04 0 37.16 12.96 1.52 -0.44 1 -3.52 14.5 -0.09 0.15 1
1 30.99 -0.02 -0.17 0.01 1 72.27 -1.63 2.33 0.12 1 107.57 -4.13 4 -0.19 1 45.85 -1.15 1.48 0.71 1 4.87 3.74 0.14 -0.76 1
1 28.23 -0.05 0.24 -0.07 1 37.63 3.3 1.33 0.43 1 60.2 2.47 1.96 0.29 1 144.02 5.27 5.1 0.62 1 167.28 16.57 3.73 1 1
1 30.7 -0.02 0.29 0.01 1 60.2 -2.47 1.96 0.24 1 30.07 -0.31 0.99 -0.01 1 208.16 2.8 6.78 0.62 1 102.94 14.1 2.3 1 1
1 30.39 0.04 -0.01 0 1 30.07 0.31 0.99 0.29 1 95.71 -7.46 4.17 0.13 1 242.37 3.11 7.98 0.62 1 68.93 14.41 1.54 1 1
1 23.56 0.09 0.11 0 1 130.27 7.38 5.53 0.22 1 124.89 16.19 3.14 0.3 1 60.71 21.28 2.58 1.14 1 9.34 12.37 0.26 0.67 1
1 23.82 0.04 0.01 0.01 0 15.22 8.66 0.64 -0.32 1 192.02 0.63 7.85 0.7 0 -4.6 8.74 -0.19 -0.17 1 12.56 9.73 0.37 0.21 1
1 24.96 0.03 0.15 0.05 0 102.39 8.56 4.1 0.17 1 148.14 3.11 5.28 0.17 1 110.13 0 4.41 0 1 279.65 -0.26 11.32 0.24 0
1 22.95 -0.03 -0.29 -0.06 1 24.39 0.57 1.06 -0.13 0 109.23 11.98 3.13 -0.13 1 129.65 10.46 5.65 -0.12 1 248.94 14.03 6.73 0.05 1
1 28.17 0.08 0.14 -0.02 1 146.19 -3.12 5.19 0.14 0 146.48 -5.68 6.51 0.01 0 250.05 0 8.88 0 1 130.17 -3.3 5.23 0.23 0
1 23.69 -0.15 -0.11 0 0 84.23 11.44 3.56 -0.28 1 132.15 1.88 5.17 0.05 0 211.62 9.97 8.93 -0.14 1 32.83 8.49 1.02 -0.43 1
1 23.21 -0.05 0.17 0.03 0 23.38 2.25 1.01 -0.01 0 152.22 5.08 5.38 -0.14 1 32.65 9.73 1.41 1.13 1 19.07 5.32 0.67 1.14 1
1 24.53 0.1 -0.16 -0.05 0 115.38 -1.96 4.7 -0.19 0 196.02 -0.46 8.14 0.14 0 4.64 9.17 0.19 -0.87 1 58.42 9.79 1.7 -0.26 1
1 28.35 -0.02 0.13 -0.07 1 140.8 -4.87 4.97 0.02 0 58.01 -0.93 2.12 -0.19 1 99.23 -1.4 3.5 0.77 1 59.09 4.31 1.81 -0.11 1
1 27.68 -0.07 0.25 0.02 1 61.34 0.87 2.22 0.11 1 74.7 -5.75 3.41 0.03 0 10.19 5.47 0.37 0.38 1 55.24 3.68 1.76 0.88 1
1 22.02 -0.05 0.07 0.06 0 83.17 6.02 3.78 0.27 1 21.16 0.04 0.96 0.1 1 29.31 10.49 1.33 0.77 1 -7.8 8.8 -0.25 0.52 1
1 22.57 -0.01 0.06 -0.09 1 20.69 -0.17 0.92 0.11 0 90.69 2.76 3.58 -0.18 1 37.76 10.49 1.67 1.26 1 3.4 6.34 0.12 0.66 1
1 23.63 -0.06 -0.14 -0.01 0 196.99 0.12 8.34 -0.16 0 120.1 11.03 3.47 -0.32 1 114.74 8.13 4.86 -0.51 1 135.93 20.84 3.06 -0.06 1
1 24.68 -0.01 0 0.02 1 82.61 -1.88 3.35 0.07 1 85.24 5.03 2.87 0.29 1 100.48 6.25 4.07 0.47 1 45.82 13.45 1.2 -0.1 1
1 31.16 0.03 -0.24 0 1 40.52 -5.09 1.3 -0.02 1 234.15 -6.98 9.68 0 0 88.61 5.15 2.84 -0.23 1 25.4 8.86 0.63 0.41 1
1 25.3 0.06 -0.15 -0.01 0 228.19 0 9.02 0 1 35.94 0.28 1.41 -0.17 0 228.19 0 9.02 0 1 168.11 7.66 5.1 0.45 1
1 25.31 -0.04 -0.13 -0.01 0 35.5 -0.28 1.4 -0.19 0 145.32 -0.68 5.9 0.19 0 242.7 0 9.59 0 1 100.57 8.29 2.99 0.31 1
1 23.54 -0.08 0.2 0.06 0 151.76 1.83 6.45 0.15 0 34.38 -0.42 1.49 0.12 0 11.37 8.04 0.48 0.47 1 -5.6 8.37 -0.18 0.55 1
1 24.43 0.02 0.05 -0.03 0 42 0.89 1.72 0.16 0 236.32 -1.19 10.17 0.96 0 3.1 8.35 0.13 0.04 1 20.44 8.69 0.62 -0.22 1
1 24.76 -0.08 -0.1 0.13 0 146.17 0.32 5.9 -0.2 0 27.56 0.32 1.1 -0.02 0 5.14 8.12 0.21 0.11 1 12.23 9.08 0.36 0 1
1 25.06 -0.02 -0.05 0.02 0 27.29 -0.44 1.09 -0.14 0 23.23 1.42 0.88 0.3 1 20.52 8.66 0.82 -0.2 1 6.17 8.53 0.18 0.12 1
1 24.75 -0.13 -0.19 0 0 71.93 -1.57 2.91 -0.13 0 160.37 -1.85 7 0.03 0 93.47 5.56 3.78 0.04 1 185.35 0.56 7.32 0.04 0
1 23.55 0.01 -0.06 -0.02 0 238.25 0.96 10.12 0.05 0 65.73 -0.75 2.88 0.24 0 -3.07 6.84 -0.13 0.41 1 27.81 6.67 0.92 0.23 1
1 23.06 -0.11 0.2 0.07 0 66.42 0.48 2.88 0.06 0 22.36 0.74 0.94 0.43 1 3.41 6.74 0.15 0.5 1 14.68 4.87 0.53 0.34 1
1 22.65 0.01 -0.15 0.01 0 164.63 1.69 7.27 -0.13 0 65.68 0.44 2.84 -0.17 0 289.71 7.91 12.79 0.27 1 2.76 2.55 0.11 -0.14 0
1 25.6 0.2 -0.32 0.06 1 99.66 -1.37 3.89 0.11 0 131.7 -2.4 5.68 0.02 0 94.68 2.14 3.7 0.36 1 -1.81 5.36 -0.06 0.2 1
1 22.35 -0.05 -0.15 -0.04 0 62.81 -0.49 2.81 -0.12 0 121.79 3.72 4.67 -0.11 0 -5.07 2.84 -0.23 -0.29 1 23.16 4.85 0.85 -0.67 1
1 23.29 -0.01 0.11 0.01 0 134.71 1.88 5.78 -0.34 1 28.24 0.28 1.2 -0.12 1 -6.28 7.26 -0.27 0.43 1 25.47 5.84 0.87 0.11 1
1 25.29 0.02 -0.14 0 0 100.54 -3.67 3.98 -0.13 0 142.71 6.37 4.51 -0.25 1 5.14 6.53 0.2 -2.51 1 29.29 11.37 0.8 -1.63 1
1 23.42 0.04 -0.07 0.07 1 28.22 0.06 1.2 0.13 0 33.14 2.8 1.26 0.01 1 7.26 5.97 0.31 0.24 1 21.45 5.8 0.73 0.08 1
1 25.44 0.09 -0.35 0.06 1 22.9 -1.88 0.9 0.15 1 99.94 5 3.28 -0.02 1 21.08 4.53 0.83 0.44 1 -1.96 4.36 -0.07 -0.24 1
1 28.49 -0.03 -0.31 0.03 1 95.42 -4.5 3.35 -0.13 0 135.89 0.31 4.72 -0.06 1 93.55 -5.93 3.28 -0.23 1 259.17 9.19 6.88 -0.04 1
1 30.72 0.07 0.14 0 1 83.11 -6.31 2.71 -0.1 1 88.6 -3.63 3.27 0.08 1 32.43 4.58 1.06 -0.51 1 26.04 6.77 0.69 0.24 1
1 28.8 -0.05 -0.06 -0.08 1 135.89 -0.31 4.72 -0.31 1 76.97 7.14 2.14 -0.23 1 234.59 -6.24 8.15 -0.23 1 119.34 8.88 3.17 -0.04 1
1 31.28 -0.05 0.12 -0.02 1 67.92 -3.85 2.17 -0.19 1 91.91 -0.77 3.01 0.31 1 246.49 4.88 7.88 0.14 1 101.62 0 3.25 0 1
1 32.02 0.01 0.21 -0.02 1 90.91 -1.7 2.84 -0.4 1 155.18 -9.22 6.81 0.25 0 216.29 0 6.75 0 1 185.23 1.76 5.48 0.14 1
1 23.32 0.08 -0.16 -0.06 0 182.25 6.36 7.82 -0.37 1 176.79 13.78 4.77 -0.37 1 167.73 13.27 7.19 0.06 1 198.23 20.65 4.51 -0.04 1
1 23.19 -0.03 0.1 0 0 182.06 9.6 7.85 0.27 1 28.49 -0.42 1.25 0.22 1 -3.28 11.2 -0.14 0.22 1 82.7 10.41 2.46 0.26 1
1 22.77 0.02 0.22 -0.05 1 28.49 0.42 1.25 0.1 0 15.57 -0.82 0.71 0.32 1 37.54 11.62 1.65 0.22 1 49.36 10.83 1.47 0.26 1
